# TOPAS Version: 3.9
# Parameter File: /home/businessit/jacob/CBCT/gui/topaswrap_fullfantest_updateforbetteruserexp/runfolder/Rghthd_ChmbrPlgCntr_RMx_2p0bm_BmnglrSprdX_5p8bm_BmnglrSprdY_24p4.bat
# Results for scorer: ChamberPlugDose_dtm
# Scored in component: ChamberPlugRight
# DoseToMaterial ( Gy ) : Sum   
1.325281412389856e-10
