# TOPAS Version: 3.9
# Parameter File: /home/businessit/jacob/CBCT/gui/topaswrap_fullfantest_updateforbetteruserexp/runfolder/Cntrhd_ChmbrPlgCntr_RMx_3p0bm_BmnglrSprdX_5p8bm_BmnglrSprdY_24p4.bat
# Results for scorer: ChamberPlugDose_dtm
# Scored in component: ChamberPlugCentre
# DoseToMaterial ( Gy ) : Sum   
5.34340939550848e-11
