# TOPAS Version: 3.9
# Parameter File: /home/businessit/jacob/CBCT/gui/topaswrap_fullfantest_updateforbetteruserexp/runfolder/Cntrhd_ChmbrPlgCntr_RMx_1p0bm_BmnglrSprdX_5p8bm_BmnglrSprdY_24p4.bat
# Results for scorer: ChamberPlugDose_dtm
# Scored in component: ChamberPlugCentre
# DoseToMaterial ( Gy ) : Sum   
7.491821746308247e-11
