
    ORGAN DOSE CONVERSION FACTORS FOR AN ADULT HERMAPHRODITE
    CALCULATED FOR A VARIETY OF CT SCANNERS AND CONDITIONS.
    VALUES ARE GIVEN FOR 208 5 MM SLICES SPANNING THE BODY
    FROM 100 MM BELOW THE BOTTOM OF THE TRUNK TO THE TOP OF THE HEAD.

                     ORGANS OR REGIONS
 1 ADRENALS              10 HEART                  19 THYMUS                   
 2 BRAIN                 11 KIDNEYS                20 THYROID                  
 3 BREASTS               12 LIVER                  21 URINARY BLADDER          
 4 EYE LENSES            13 LUNGS                  22 UTERUS                   
 5 GALL BLADDER          14 OVARIES                23 HEAD REGION              
 6 STOMACH               15 PANCREAS               24 TRUNK REGION             
 7 SMALL INTESTINE       16 SKIN                   25 LEG REGION               
 8 UPPER LARGE INTESTINE 17 SPLEEN                 26 SKELETON                 
 9 LOWER LARGE INTESTINE 18 TESTICLES              27 RED MARROW               

 23 PHILIPS TOMOSCAN LX: SHAPED FILTER (ALUMINIUM)
    FOCUS TO AXIS DISTANCE IS 606 MM
    FAN ANGLE COVERS FULL WIDTH OF TRUNK
    X-RAY SPECTRUM HAS MAXIMUM ENERGY OF 130 KEV
    INITIAL FILTRATION IS 1.4 MM OF ALUMINIUM AND 0.1 MM OF COPPER

    CONVERSION FACTORS AND STATISTICAL UNCERTAINTIES(%) FOR ORGANS IN EACH SLICE
  1  20
 3 3.042E-07 9.435E+01  5 1.101E-05 1.000E+02  6 6.508E-07 8.944E+01  7 3.382E-05 2.450E+01  8 2.177E-05 2.986E+01
 9 5.794E-04 7.925E+00 10 2.905E-06 1.000E+02 11 3.410E-07 6.970E+01 12 1.270E-06 5.385E+01 13 5.590E-09 1.000E+02
14 1.862E-04 5.054E+01 15 1.672E-07 1.000E+02 16 2.283E-03 9.561E-01 18 2.709E-03 7.433E+00 21 4.718E-04 1.271E+01
22 2.139E-04 2.431E+01 24 1.311E-04 2.360E+00 25 7.492E-03 3.347E-01 26 4.164E-03 7.094E-01 27 4.160E-04 9.969E-01
  2  18
 5 2.480E-05 1.000E+02  6 1.043E-05 7.105E+01  7 3.671E-05 1.986E+01  8 3.029E-05 2.997E+01  9 7.190E-04 6.357E+00
11 6.815E-06 7.381E+01 12 2.177E-06 7.202E+01 13 1.123E-06 1.000E+02 14 3.087E-05 6.404E+01 15 8.825E-08 1.000E+02
16 2.311E-03 1.085E+00 18 2.829E-03 8.289E+00 21 6.551E-04 1.499E+01 22 2.184E-04 2.337E+01 24 1.469E-04 2.118E+00
25 7.507E-03 3.110E-01 26 4.178E-03 7.728E-01 27 4.382E-04 1.243E+00
  3  22
 1 2.892E-05 1.000E+02  3 2.391E-06 8.408E+01  5 4.594E-06 1.000E+02  6 1.463E-06 1.000E+02  7 4.510E-05 1.304E+01
 8 3.780E-05 1.710E+01  9 6.831E-04 7.632E+00 10 3.482E-07 1.000E+02 11 6.029E-06 7.138E+01 12 4.344E-06 3.494E+01
13 7.645E-09 1.000E+02 14 1.808E-04 3.721E+01 15 9.494E-07 7.966E+01 16 2.279E-03 1.201E+00 17 2.812E-06 8.641E+01
18 3.494E-03 8.770E+00 21 7.217E-04 1.549E+01 22 1.696E-04 2.346E+01 24 1.566E-04 1.917E+00 25 7.485E-03 3.291E-01
26 4.161E-03 7.332E-01 27 4.601E-04 8.592E-01
  4  16
 3 1.636E-08 1.000E+02  7 5.373E-05 1.440E+01  8 4.198E-05 3.170E+01  9 8.706E-04 8.315E+00 11 1.134E-06 9.462E+01
12 2.967E-06 7.427E+01 14 6.439E-05 6.037E+01 15 2.563E-06 1.000E+02 16 2.292E-03 7.031E-01 18 3.474E-03 8.626E+00
21 5.692E-04 1.178E+01 22 1.383E-04 2.232E+01 24 1.801E-04 1.541E+00 25 7.514E-03 3.191E-01 26 4.205E-03 6.790E-01
27 4.825E-04 1.116E+00
  5  20
 3 1.342E-07 1.000E+02  5 9.234E-07 1.000E+02  6 5.433E-06 7.836E+01  7 5.479E-05 1.785E+01  8 3.286E-05 2.815E+01
 9 8.769E-04 6.121E+00 11 8.293E-07 9.693E+01 12 2.364E-06 3.777E+01 13 3.231E-06 7.618E+01 14 1.736E-04 5.317E+01
15 1.147E-05 1.000E+02 16 2.278E-03 1.352E+00 17 2.524E-06 9.227E+01 18 3.814E-03 7.445E+00 21 6.771E-04 1.349E+01
22 2.026E-04 1.903E+01 24 1.991E-04 1.078E+00 25 7.467E-03 3.324E-01 26 4.138E-03 5.584E-01 27 4.955E-04 9.718E-01
  6  17
 3 4.371E-06 8.819E+01  6 6.027E-06 6.276E+01  7 7.036E-05 1.358E+01  8 4.487E-05 1.866E+01  9 1.049E-03 4.313E+00
11 7.516E-07 7.031E+01 12 2.577E-06 4.866E+01 14 1.555E-04 6.129E+01 16 2.283E-03 1.093E+00 17 1.352E-06 1.000E+02
18 4.757E-03 6.768E+00 21 7.779E-04 1.095E+01 22 2.370E-04 2.154E+01 24 2.245E-04 1.019E+00 25 7.504E-03 3.184E-01
26 4.189E-03 5.817E-01 27 5.225E-04 9.748E-01
  7  20
 3 4.876E-06 7.075E+01  6 4.215E-06 9.563E+01  7 5.845E-05 1.386E+01  8 6.065E-05 1.841E+01  9 1.087E-03 6.771E+00
10 7.165E-08 1.000E+02 11 3.242E-06 9.607E+01 12 2.903E-06 5.026E+01 13 4.859E-08 1.000E+02 14 3.198E-04 4.611E+01
15 8.777E-06 1.000E+02 16 2.302E-03 1.094E+00 17 1.511E-06 1.000E+02 18 4.642E-03 6.112E+00 21 7.438E-04 1.154E+01
