
    ORGAN DOSE CONVERSION FACTORS FOR AN ADULT HERMAPHRODITE
    CALCULATED FOR A VARIETY OF CT SCANNERS AND CONDITIONS.
    VALUES ARE GIVEN FOR 208 5 MM SLICES SPANNING THE BODY
    FROM 100 MM BELOW THE BOTTOM OF THE TRUNK TO THE TOP OF THE HEAD.

                     ORGANS OR REGIONS
 1 ADRENALS              10 HEART                  19 THYMUS                   
 2 BRAIN                 11 KIDNEYS                20 THYROID                  
 3 BREASTS               12 LIVER                  21 URINARY BLADDER          
 4 EYE LENSES            13 LUNGS                  22 UTERUS                   
 5 GALL BLADDER          14 OVARIES                23 HEAD REGION              
 6 STOMACH               15 PANCREAS               24 TRUNK REGION             
 7 SMALL INTESTINE       16 SKIN                   25 LEG REGION               
 8 UPPER LARGE INTESTINE 17 SPLEEN                 26 SKELETON                 
 9 LOWER LARGE INTESTINE 18 TESTICLES              27 RED MARROW               

 19 PHILIPS TOMOSCAN LX: SHAPED FILTER (ALUMINIUM)
    FOCUS TO AXIS DISTANCE IS 606 MM
    FAN ANGLE COVERS FULL WIDTH OF TRUNK
    X-RAY SPECTRUM HAS MAXIMUM ENERGY OF 120 KEV
    INITIAL FILTRATION IS 1.4 MM OF ALUMINIUM AND 0.1 MM OF COPPER

    CONVERSION FACTORS AND STATISTICAL UNCERTAINTIES(%) FOR ORGANS IN EACH SLICE
  1  16
 6 2.259E-08 1.000E+02  7 2.850E-05 1.453E+01  8 2.221E-05 3.488E+01  9 5.494E-04 7.924E+00 11 1.089E-06 7.316E+01
12 8.196E-07 3.958E+01 13 5.605E-09 1.000E+02 14 7.087E-05 6.963E+01 16 2.209E-03 9.722E-01 18 2.771E-03 5.895E+00
21 4.482E-04 1.537E+01 22 2.665E-04 2.216E+01 24 1.219E-04 2.146E+00 25 7.208E-03 2.891E-01 26 4.042E-03 5.940E-01
27 3.963E-04 1.065E+00
  2  18
 3 7.643E-06 6.915E+01  5 1.614E-06 1.000E+02  7 3.580E-05 1.427E+01  8 1.139E-05 3.447E+01  9 6.178E-04 7.065E+00
11 2.124E-06 5.356E+01 12 8.135E-07 7.480E+01 13 5.198E-07 1.000E+02 14 1.811E-05 6.469E+01 15 4.943E-07 1.000E+02
16 2.176E-03 1.067E+00 18 3.039E-03 8.837E+00 21 6.238E-04 1.621E+01 22 1.208E-04 2.725E+01 24 1.331E-04 2.136E+00
25 7.186E-03 3.384E-01 26 4.027E-03 7.466E-01 27 4.052E-04 9.332E-01
  3  16
 3 2.400E-06 1.000E+02  6 4.532E-06 5.820E+01  7 5.236E-05 1.001E+01  8 3.167E-05 2.613E+01  9 5.511E-04 8.867E+00
11 2.442E-06 5.339E+01 12 2.185E-06 4.498E+01 14 2.220E-04 5.518E+01 16 2.275E-03 1.040E+00 18 3.482E-03 7.186E+00
21 5.930E-04 1.038E+01 22 1.741E-04 2.201E+01 24 1.514E-04 1.824E+00 25 7.254E-03 3.496E-01 26 4.012E-03 7.804E-01
27 4.266E-04 1.312E+00
  4  19
 1 1.719E-06 1.000E+02  6 3.932E-06 7.443E+01  7 5.107E-05 1.062E+01  8 4.126E-05 2.582E+01  9 7.914E-04 7.778E+00
10 1.580E-06 1.000E+02 11 9.874E-06 7.796E+01 12 2.099E-06 3.855E+01 13 7.185E-07 1.000E+02 14 2.208E-05 8.264E+01
16 2.193E-03 1.247E+00 17 4.724E-06 7.301E+01 18 3.949E-03 9.682E+00 21 5.706E-04 1.218E+01 22 1.774E-04 2.482E+01
24 1.670E-04 1.645E+00 25 7.236E-03 3.064E-01 26 4.050E-03 7.348E-01 27 4.483E-04 1.144E+00
  5  16
 3 2.808E-06 1.000E+02  6 2.266E-06 1.000E+02  7 5.752E-05 1.485E+01  8 5.758E-05 2.350E+01  9 8.088E-04 7.117E+00
11 5.249E-06 6.690E+01 12 1.080E-06 6.601E+01 14 1.062E-04 4.685E+01 16 2.238E-03 8.384E-01 18 3.809E-03 6.953E+00
21 6.612E-04 1.436E+01 22 2.188E-04 2.573E+01 24 1.832E-04 1.373E+00 25 7.251E-03 2.832E-01 26 4.024E-03 5.291E-01
27 4.570E-04 8.824E-01
  6  20
 3 1.629E-06 8.630E+01  5 7.846E-05 1.000E+02  6 1.047E-06 1.000E+02  7 5.663E-05 1.189E+01  8 3.876E-05 2.830E+01
 9 8.569E-04 5.365E+00 11 1.129E-05 7.014E+01 12 8.764E-07 5.319E+01 13 6.067E-07 1.000E+02 14 2.416E-04 6.073E+01
15 1.307E-06 1.000E+02 16 2.215E-03 1.124E+00 17 2.355E-06 7.454E+01 18 4.657E-03 9.005E+00 21 9.513E-04 9.728E+00
22 2.856E-04 1.820E+01 24 2.092E-04 1.280E+00 25 7.253E-03 3.234E-01 26 4.034E-03 9.220E-01 27 4.790E-04 1.353E+00
  7  18
 3 5.827E-07 1.000E+02  6 1.717E-06 7.055E+01  7 6.142E-05 9.019E+00  8 4.636E-05 2.002E+01  9 1.016E-03 5.511E+00
10 1.802E-07 1.000E+02 11 2.003E-06 6.803E+01 12 2.463E-06 3.955E+01 14 1.536E-04 4.714E+01 15 4.170E-07 1.000E+02
16 2.215E-03 1.212E+00 18 4.433E-03 7.633E+00 21 9.711E-04 1.065E+01 22 4.133E-04 1.721E+01 24 2.334E-04 1.047E+00
25 7.252E-03 3.254E-01 26 4.019E-03 4.874E-01 27 4.998E-04 8.681E-01
  8  17
 6 4.748E-06 6.413E+01  7 6.910E-05 1.277E+01  8 3.530E-05 2.403E+01  9 1.018E-03 6.435E+00 11 8.136E-06 5.542E+01
