
    ORGAN DOSE CONVERSION FACTORS FOR AN ADULT HERMAPHRODITE
    CALCULATED FOR A VARIETY OF CT SCANNERS AND CONDITIONS.
    VALUES ARE GIVEN FOR 208 5 MM SLICES SPANNING THE BODY
    FROM 100 MM BELOW THE BOTTOM OF THE TRUNK TO THE TOP OF THE HEAD.

                     ORGANS OR REGIONS
 1 ADRENALS              10 HEART                  19 THYMUS                   
 2 BRAIN                 11 KIDNEYS                20 THYROID                  
 3 BREASTS               12 LIVER                  21 URINARY BLADDER          
 4 EYE LENSES            13 LUNGS                  22 UTERUS                   
 5 GALL BLADDER          14 OVARIES                23 HEAD REGION              
 6 STOMACH               15 PANCREAS               24 TRUNK REGION             
 7 SMALL INTESTINE       16 SKIN                   25 LEG REGION               
 8 UPPER LARGE INTESTINE 17 SPLEEN                 26 SKELETON                 
 9 LOWER LARGE INTESTINE 18 TESTICLES              27 RED MARROW               

 02 SIEMENS SOMATOM DRG,DRG1: NO SHAPED FILTER
    FOCUS TO AXIS DISTANCE IS 700 MM
    FAN ANGLE COVERS FULL WIDTH OF TRUNK
    X-RAY SPECTRUM HAS MAXIMUM ENERGY OF 125 KEV
    FILTRATION IS 2.2 MM OF ALUMINIUM AND 0.4 MM OF COPPER

    CONVERSION FACTORS AND STATISTICAL UNCERTAINTIES(%) FOR ORGANS IN EACH SLICE
  1  18
 3 2.546E-06 7.457E+01  6 3.262E-06 9.163E+01  7 7.186E-05 1.040E+01  8 5.606E-05 2.571E+01  9 7.209E-04 6.917E+00
11 2.527E-06 7.679E+01 12 1.479E-06 8.390E+01 13 1.559E-06 7.411E+01 14 2.220E-04 4.623E+01 16 3.274E-03 1.030E+00
17 4.200E-07 1.000E+02 18 4.748E-03 6.833E+00 21 5.875E-04 1.282E+01 22 2.090E-04 2.063E+01 24 1.776E-04 2.092E+00
25 1.029E-02 2.154E-01 26 5.701E-03 7.473E-01 27 5.919E-04 1.186E+00
  2  20
 3 1.754E-06 8.737E+01  6 1.085E-05 6.342E+01  7 5.521E-05 1.444E+01  8 4.279E-05 2.833E+01  9 9.716E-04 7.136E+00
10 2.617E-07 1.000E+02 11 4.964E-06 4.645E+01 12 3.815E-06 3.405E+01 13 1.552E-06 1.000E+02 14 3.664E-04 3.642E+01
15 7.341E-06 7.137E+01 16 3.209E-03 8.430E-01 17 5.883E-07 1.000E+02 18 4.008E-03 7.473E+00 21 7.873E-04 1.187E+01
22 3.711E-04 1.519E+01 24 2.059E-04 9.430E-01 25 1.032E-02 2.763E-01 26 5.704E-03 6.709E-01 27 6.150E-04 9.117E-01
  3  17
 3 3.552E-06 8.910E+01  6 9.037E-06 4.871E+01  7 8.179E-05 1.090E+01  8 5.668E-05 2.594E+01  9 1.005E-03 6.319E+00
11 3.255E-06 5.769E+01 12 9.216E-07 5.950E+01 14 5.297E-04 4.014E+01 16 3.252E-03 8.170E-01 17 9.799E-06 9.652E+01
18 4.125E-03 4.853E+00 21 9.734E-04 1.056E+01 22 2.814E-04 2.108E+01 24 2.292E-04 1.269E+00 25 1.039E-02 2.340E-01
26 5.708E-03 4.891E-01 27 6.401E-04 1.025E+00
  4  20
 1 3.226E-06 1.000E+02  3 3.222E-06 5.698E+01  6 1.662E-06 6.902E+01  7 7.516E-05 1.117E+01  8 7.127E-05 1.947E+01
 9 1.028E-03 5.960E+00 11 4.254E-06 5.393E+01 12 3.239E-06 5.098E+01 13 1.893E-07 8.892E+01 14 5.184E-04 3.221E+01
15 2.444E-07 1.000E+02 16 3.342E-03 8.151E-01 17 1.687E-06 1.000E+02 18 4.419E-03 7.146E+00 21 8.567E-04 9.797E+00
22 2.550E-04 2.225E+01 24 2.507E-04 1.188E+00 25 1.044E-02 2.004E-01 26 5.749E-03 3.589E-01 27 6.732E-04 8.438E-01
  5  19
 3 5.169E-06 8.103E+01  5 4.700E-05 8.166E+01  6 8.054E-07 1.000E+02  7 7.948E-05 1.499E+01  8 6.951E-05 2.357E+01
 9 1.200E-03 6.411E+00 11 3.666E-06 6.016E+01 12 4.351E-06 2.791E+01 13 5.653E-07 7.675E+01 14 1.662E-04 4.369E+01
16 3.264E-03 9.371E-01 17 1.205E-06 1.000E+02 18 4.364E-03 7.775E+00 21 8.423E-04 1.384E+01 22 4.335E-04 1.571E+01
24 2.888E-04 1.271E+00 25 1.052E-02 2.410E-01 26 5.776E-03 7.265E-01 27 7.118E-04 9.924E-01
  6  19
 3 2.314E-06 1.000E+02  5 6.374E-06 7.330E+01  6 1.927E-05 5.083E+01  7 1.169E-04 8.600E+00  8 5.834E-05 2.018E+01
 9 1.348E-03 4.902E+00 11 4.888E-06 4.225E+01 12 5.394E-06 4.534E+01 14 2.785E-04 4.116E+01 16 3.293E-03 9.532E-01
17 1.103E-05 7.492E+01 18 6.326E-03 5.122E+00 19 9.195E-06 1.000E+02 21 1.013E-03 1.147E+01 22 3.002E-04 2.038E+01
24 3.159E-04 1.102E+00 25 1.049E-02 3.361E-01 26 5.803E-03 5.895E-01 27 7.202E-04 8.567E-01
  7  21
 1 7.508E-06 1.000E+02  5 6.011E-05 7.012E+01  6 1.231E-06 1.000E+02  7 1.070E-04 7.091E+00  8 8.541E-05 1.021E+01
 9 1.464E-03 5.770E+00 10 2.447E-06 1.000E+02 11 5.654E-06 3.817E+01 12 3.921E-06 3.328E+01 13 4.688E-07 1.000E+02
14 4.090E-04 5.370E+01 15 2.290E-06 1.000E+02 16 3.298E-03 7.946E-01 17 2.654E-06 1.000E+02 18 5.872E-03 6.487E+00
