
    ORGAN DOSE CONVERSION FACTORS FOR AN ADULT HERMAPHRODITE
    CALCULATED FOR A VARIETY OF CT SCANNERS AND CONDITIONS.
    VALUES ARE GIVEN FOR 208 5 MM SLICES SPANNING THE BODY
    FROM 100 MM BELOW THE BOTTOM OF THE TRUNK TO THE TOP OF THE HEAD.

                     ORGANS OR REGIONS
 1 ADRENALS              10 HEART                  19 THYMUS                   
 2 BRAIN                 11 KIDNEYS                20 THYROID                  
 3 BREASTS               12 LIVER                  21 URINARY BLADDER          
 4 EYE LENSES            13 LUNGS                  22 UTERUS                   
 5 GALL BLADDER          14 OVARIES                23 HEAD REGION              
 6 STOMACH               15 PANCREAS               24 TRUNK REGION             
 7 SMALL INTESTINE       16 SKIN                   25 LEG REGION               
 8 UPPER LARGE INTESTINE 17 SPLEEN                 26 SKELETON                 
 9 LOWER LARGE INTESTINE 18 TESTICLES              27 RED MARROW               

 20 PHILIPS TOMOSCAN TX: SHAPED FILTER (ALUMINIUM)
    FOCUS TO AXIS DISTANCE IS 606 MM
    FAN ANGLE COVERS FULL WIDTH OF TRUNK
    X-RAY SPECTRUM HAS MAXIMUM ENERGY OF 100 KEV
    INITIAL FILTRATION IS 1.4 MM OF ALUMINIUM AND 0.1 MM OF COPPER

    CONVERSION FACTORS AND STATISTICAL UNCERTAINTIES(%) FOR ORGANS IN EACH SLICE
  1  15
 3 6.780E-07 1.000E+02  7 2.006E-05 1.959E+01  8 1.068E-05 3.042E+01  9 4.870E-04 8.508E+00 11 1.254E-07 1.000E+02
12 9.361E-07 7.306E+01 14 5.466E-06 9.307E+01 16 1.967E-03 1.136E+00 18 2.539E-03 9.463E+00 21 3.533E-04 1.600E+01
22 7.824E-05 3.724E+01 24 9.860E-05 1.784E+00 25 6.375E-03 3.535E-01 26 3.569E-03 7.741E-01 27 3.181E-04 9.160E-01
  2  17
 6 2.723E-07 1.000E+02  7 2.432E-05 1.905E+01  8 1.313E-05 3.217E+01  9 4.948E-04 1.156E+01 11 7.283E-07 1.000E+02
12 2.336E-06 6.347E+01 13 7.151E-09 1.000E+02 14 8.041E-05 6.785E+01 15 1.366E-07 1.000E+02 16 1.939E-03 1.053E+00
18 2.662E-03 6.032E+00 21 5.078E-04 1.587E+01 22 1.503E-04 2.603E+01 24 9.955E-05 1.672E+00 25 6.358E-03 3.397E-01
26 3.538E-03 6.215E-01 27 3.235E-04 6.294E-01
  3  18
 3 8.918E-07 1.000E+02  6 2.036E-07 8.052E+01  7 2.833E-05 1.736E+01  8 2.836E-05 3.087E+01  9 5.809E-04 7.267E+00
11 7.036E-07 1.000E+02 12 3.361E-07 5.103E+01 14 1.060E-04 6.364E+01 15 7.284E-07 1.000E+02 16 1.962E-03 1.135E+00
17 2.410E-06 1.000E+02 18 3.169E-03 8.695E+00 21 4.586E-04 1.153E+01 22 1.504E-04 1.827E+01 24 1.167E-04 1.652E+00
25 6.370E-03 3.140E-01 26 3.551E-03 7.347E-01 27 3.456E-04 1.016E+00
  4  16
 3 6.159E-07 1.000E+02  6 2.928E-06 9.908E+01  7 3.349E-05 1.833E+01  8 2.869E-05 3.290E+01  9 6.437E-04 4.761E+00
11 1.598E-06 9.718E+01 12 5.902E-07 7.619E+01 14 3.228E-05 8.186E+01 16 1.934E-03 7.399E-01 18 2.811E-03 9.358E+00
21 3.914E-04 1.285E+01 22 1.884E-04 2.567E+01 24 1.363E-04 1.634E+00 25 6.349E-03 3.683E-01 26 3.556E-03 7.824E-01
27 3.594E-04 1.343E+00
  5  18
 3 4.649E-07 1.000E+02  5 1.130E-06 1.000E+02  6 5.621E-07 5.918E+01  7 3.070E-05 1.390E+01  8 4.471E-05 3.292E+01
 9 6.323E-04 5.573E+00 11 6.627E-06 5.612E+01 12 5.476E-07 5.105E+01 13 8.378E-08 6.964E+01 14 2.206E-04 3.947E+01
16 1.931E-03 9.293E-01 18 3.712E-03 7.649E+00 21 4.999E-04 1.497E+01 22 6.475E-05 2.623E+01 24 1.454E-04 1.655E+00
25 6.340E-03 3.800E-01 26 3.527E-03 6.575E-01 27 3.611E-04 7.999E-01
  6  16
 6 9.170E-06 8.071E+01  7 3.706E-05 1.270E+01  8 2.840E-05 2.661E+01  9 7.880E-04 7.603E+00 11 5.104E-07 6.291E+01
12 3.692E-06 5.683E+01 14 1.019E-04 5.934E+01 15 1.666E-06 1.000E+02 16 1.928E-03 1.117E+00 18 4.157E-03 7.121E+00
21 5.406E-04 1.309E+01 22 1.850E-04 2.533E+01 24 1.672E-04 1.551E+00 25 6.354E-03 3.605E-01 26 3.515E-03 9.235E-01
27 3.805E-04 1.446E+00
  7  19
 3 5.242E-07 1.000E+02  5 1.091E-05 1.000E+02  6 2.213E-06 7.798E+01  7 4.515E-05 1.544E+01  8 3.082E-05 3.549E+01
 9 9.001E-04 4.572E+00 11 9.859E-07 8.384E+01 12 2.122E-06 5.324E+01 13 2.556E-07 1.000E+02 14 1.397E-04 4.064E+01
16 1.979E-03 8.375E-01 17 1.236E-06 1.000E+02 18 4.054E-03 5.543E+00 21 7.313E-04 1.197E+01 22 2.209E-04 1.757E+01
24 1.879E-04 1.751E+00 25 6.373E-03 3.588E-01 26 3.509E-03 6.504E-01 27 3.889E-04 9.844E-01
  8  18
 5 7.323E-05 1.000E+02  6 1.582E-06 9.826E+01  7 6.364E-05 1.114E+01  8 4.800E-05 1.957E+01  9 1.021E-03 6.074E+00
11 1.899E-06 9.630E+01 12 1.145E-06 4.440E+01 13 3.000E-09 1.000E+02 14 2.398E-04 3.719E+01 15 1.214E-07 1.000E+02
