
    ORGAN DOSE CONVERSION FACTORS FOR AN ADULT HERMAPHRODITE
    CALCULATED FOR A VARIETY OF CT SCANNERS AND CONDITIONS.
    VALUES ARE GIVEN FOR 208 5 MM SLICES SPANNING THE BODY
    FROM 100 MM BELOW THE BOTTOM OF THE TRUNK TO THE TOP OF THE HEAD.

                     ORGANS OR REGIONS
 1 ADRENALS              10 HEART                  19 THYMUS                   
 2 BRAIN                 11 KIDNEYS                20 THYROID                  
 3 BREASTS               12 LIVER                  21 URINARY BLADDER          
 4 EYE LENSES            13 LUNGS                  22 UTERUS                   
 5 GALL BLADDER          14 OVARIES                23 HEAD REGION              
 6 STOMACH               15 PANCREAS               24 TRUNK REGION             
 7 SMALL INTESTINE       16 SKIN                   25 LEG REGION               
 8 UPPER LARGE INTESTINE 17 SPLEEN                 26 SKELETON                 
 9 LOWER LARGE INTESTINE 18 TESTICLES              27 RED MARROW               

 16 PHILIPS TOMOSCAN 310,350: SHAPED FILTER (ALUMINIUM)
    FOCUS TO AXIS DISTANCE IS 608 MM
    FAN ANGLE COVERS FULL WIDTH OF TRUNK
    X-RAY SPECTRUM HAS MAXIMUM ENERGY OF 120 KEV
    INITIAL FILTRATION IS 3.5 MM OF ALUMINIUM AND 0.25 MM OF COPPER

    CONVERSION FACTORS AND STATISTICAL UNCERTAINTIES(%) FOR ORGANS IN EACH SLICE
  1  16
 5 4.475E-07 1.000E+02  7 4.568E-05 1.880E+01  8 4.417E-05 2.794E+01  9 6.821E-04 8.079E+00 11 4.844E-06 8.701E+01
12 3.406E-06 4.035E+01 14 1.146E-04 5.878E+01 16 2.435E-03 1.204E+00 17 1.923E-08 1.000E+02 18 2.921E-03 8.396E+00
21 4.457E-04 1.292E+01 22 1.499E-04 2.493E+01 24 1.456E-04 1.409E+00 25 8.111E-03 2.869E-01 26 4.621E-03 4.445E-01
27 4.599E-04 8.456E-01
  2  17
 3 6.764E-08 1.000E+02  6 3.917E-06 8.899E+01  7 3.910E-05 1.146E+01  8 1.348E-05 3.584E+01  9 6.482E-04 7.218E+00
11 5.764E-06 4.608E+01 12 2.243E-06 5.543E+01 13 5.164E-09 1.000E+02 14 2.261E-04 3.405E+01 16 2.427E-03 1.000E+00
18 3.563E-03 7.698E+00 21 5.679E-04 1.219E+01 22 1.824E-04 1.708E+01 24 1.602E-04 1.810E+00 25 8.209E-03 3.142E-01
26 4.706E-03 6.342E-01 27 4.949E-04 1.079E+00
  3  18
 3 5.671E-06 7.267E+01  6 1.398E-06 6.894E+01  7 5.161E-05 1.275E+01  8 3.509E-05 1.874E+01  9 8.596E-04 7.078E+00
11 8.232E-06 7.258E+01 12 1.163E-06 6.065E+01 14 1.477E-04 4.472E+01 15 2.561E-06 1.000E+02 16 2.489E-03 7.415E-01
17 1.258E-06 8.947E+01 18 3.762E-03 6.423E+00 21 6.915E-04 1.304E+01 22 2.313E-04 2.449E+01 24 1.842E-04 1.582E+00
25 8.155E-03 3.359E-01 26 4.639E-03 8.340E-01 27 5.163E-04 1.136E+00
  4  19
 3 5.748E-06 6.140E+01  5 1.663E-05 1.000E+02  7 7.199E-05 1.280E+01  8 6.363E-05 2.003E+01  9 9.080E-04 6.547E+00
10 6.060E-07 8.697E+01 11 6.852E-06 7.495E+01 12 1.047E-06 6.667E+01 13 2.818E-08 6.126E+01 14 2.426E-04 3.361E+01
16 2.455E-03 1.311E+00 17 2.907E-07 7.944E+01 18 4.376E-03 5.768E+00 21 6.671E-04 1.854E+01 22 1.849E-04 1.893E+01
24 2.020E-04 1.600E+00 25 8.152E-03 3.467E-01 26 4.630E-03 5.638E-01 27 5.357E-04 8.455E-01
  5  20
 3 2.793E-06 6.391E+01  5 8.825E-07 1.000E+02  6 2.799E-06 4.738E+01  7 7.690E-05 1.186E+01  8 4.019E-05 2.315E+01
 9 9.453E-04 6.285E+00 10 6.273E-07 8.913E+01 11 3.375E-06 5.209E+01 12 1.996E-06 4.315E+01 14 1.707E-04 6.358E+01
15 3.323E-06 1.000E+02 16 2.455E-03 1.071E+00 17 2.272E-06 9.098E+01 18 4.494E-03 5.078E+00 21 6.771E-04 1.302E+01
22 2.577E-04 1.530E+01 24 2.290E-04 1.103E+00 25 8.167E-03 3.554E-01 26 4.622E-03 6.871E-01 27 5.479E-04 9.461E-01
  6  17
 6 2.455E-06 6.143E+01  7 7.393E-05 1.052E+01  8 5.444E-05 2.308E+01  9 1.045E-03 6.273E+00 11 1.974E-05 4.232E+01
12 1.604E-06 4.646E+01 13 8.673E-07 1.000E+02 14 3.812E-04 3.441E+01 16 2.459E-03 1.020E+00 17 2.132E-07 1.000E+02
18 4.744E-03 5.910E+00 21 8.979E-04 1.248E+01 22 2.927E-04 1.757E+01 24 2.478E-04 1.615E+00 25 8.183E-03 3.790E-01
26 4.608E-03 8.102E-01 27 5.704E-04 8.041E-01
  7  20
 3 4.882E-06 7.351E+01  6 2.101E-06 7.625E+01  7 8.797E-05 1.209E+01  8 7.487E-05 1.846E+01  9 1.304E-03 4.051E+00
10 3.844E-08 1.000E+02 11 6.947E-06 5.460E+01 12 4.330E-06 3.976E+01 13 6.848E-08 1.000E+02 14 2.501E-04 4.398E+01
15 2.251E-07 1.000E+02 16 2.510E-03 8.700E-01 17 2.748E-06 9.849E+01 18 5.160E-03 7.634E+00 21 1.111E-03 1.041E+01
22 2.707E-04 1.929E+01 24 2.851E-04 1.082E+00 25 8.175E-03 3.385E-01 26 4.601E-03 7.589E-01 27 5.952E-04 9.532E-01
  8  19
 5 4.948E-05 7.088E+01  6 1.016E-05 5.106E+01  7 8.366E-05 1.044E+01  8 5.541E-05 1.609E+01  9 1.359E-03 5.239E+00
