
    ORGAN DOSE CONVERSION FACTORS FOR AN ADULT HERMAPHRODITE
    CALCULATED FOR A VARIETY OF CT SCANNERS AND CONDITIONS.
    VALUES ARE GIVEN FOR 208 5 MM SLICES SPANNING THE BODY
    FROM 100 MM BELOW THE BOTTOM OF THE TRUNK TO THE TOP OF THE HEAD.

                     ORGANS OR REGIONS
 1 ADRENALS              10 HEART                  19 THYMUS                   
 2 BRAIN                 11 KIDNEYS                20 THYROID                  
 3 BREASTS               12 LIVER                  21 URINARY BLADDER          
 4 EYE LENSES            13 LUNGS                  22 UTERUS                   
 5 GALL BLADDER          14 OVARIES                23 HEAD REGION              
 6 STOMACH               15 PANCREAS               24 TRUNK REGION             
 7 SMALL INTESTINE       16 SKIN                   25 LEG REGION               
 8 UPPER LARGE INTESTINE 17 SPLEEN                 26 SKELETON                 
 9 LOWER LARGE INTESTINE 18 TESTICLES              27 RED MARROW               

 11 GE CT PACE: SHAPED FILTER (PTFE)
    FOCUS TO AXIS DISTANCE IS 525 MM
    FAN ANGLE COVERS FULL WIDTH OF TRUNK
    X-RAY SPECTRUM HAS MAXIMUM ENERGY OF 120 KEV
    INITIAL FILTRATION IS 2.7 MM OF ALUMINIUM

    CONVERSION FACTORS AND STATISTICAL UNCERTAINTIES(%) FOR ORGANS IN EACH SLICE
  1  19
 1 1.122E-06 1.000E+02  3 3.044E-07 1.000E+02  6 7.245E-07 8.812E+01  7 1.705E-05 2.097E+01  8 1.609E-05 4.205E+01
 9 3.350E-04 7.533E+00 11 1.276E-06 5.529E+01 12 9.374E-07 5.860E+01 14 5.455E-05 7.126E+01 15 1.056E-06 8.985E+01
16 1.461E-03 1.087E+00 17 2.055E-06 1.000E+02 18 1.639E-03 7.927E+00 21 1.894E-04 2.062E+01 22 1.057E-04 2.810E+01
24 7.613E-05 1.817E+00 25 4.685E-03 3.024E-01 26 2.563E-03 6.010E-01 27 2.440E-04 1.060E+00
  2  19
 3 3.859E-08 1.000E+02  6 7.847E-07 1.000E+02  7 2.066E-05 1.582E+01  8 1.265E-05 2.327E+01  9 3.856E-04 7.363E+00
11 3.259E-06 7.630E+01 12 5.504E-07 4.284E+01 13 2.704E-09 1.000E+02 14 1.368E-04 3.413E+01 15 1.963E-07 1.000E+02
16 1.520E-03 1.024E+00 17 1.342E-06 1.000E+02 18 1.917E-03 9.080E+00 21 3.082E-04 1.340E+01 22 1.618E-04 4.397E+01
24 8.455E-05 1.947E+00 25 4.703E-03 3.680E-01 26 2.534E-03 9.155E-01 27 2.468E-04 1.072E+00
  3  16
 7 2.640E-05 1.928E+01  8 3.669E-05 2.566E+01  9 4.530E-04 6.120E+00 11 4.560E-06 6.047E+01 12 1.456E-06 4.947E+01
13 8.170E-09 6.901E+01 14 7.507E-05 3.779E+01 16 1.504E-03 1.305E+00 17 2.771E-08 1.000E+02 18 2.288E-03 6.797E+00
21 4.208E-04 1.553E+01 22 8.083E-05 2.762E+01 24 9.250E-05 2.150E+00 25 4.694E-03 3.316E-01 26 2.529E-03 6.437E-01
27 2.568E-04 1.046E+00
  4  18
 3 2.686E-07 1.000E+02  5 5.515E-07 1.000E+02  6 1.815E-06 5.358E+01  7 3.122E-05 1.533E+01  8 1.375E-05 4.457E+01
 9 5.072E-04 7.809E+00 11 8.460E-06 4.926E+01 12 7.959E-07 4.507E+01 14 1.890E-04 5.283E+01 16 1.500E-03 7.958E-01
17 7.474E-07 1.000E+02 18 2.730E-03 4.699E+00 21 3.112E-04 1.396E+01 22 1.095E-04 2.818E+01 24 1.051E-04 2.678E+00
25 4.676E-03 3.570E-01 26 2.510E-03 8.051E-01 27 2.687E-04 1.136E+00
  5  17
 3 7.947E-07 8.962E+01  7 2.933E-05 2.188E+01  8 2.812E-05 2.870E+01  9 5.514E-04 6.955E+00 11 2.260E-07 7.930E+01
12 5.114E-07 4.652E+01 13 5.213E-08 1.000E+02 14 6.244E-05 6.466E+01 15 1.693E-06 1.000E+02 16 1.478E-03 1.359E+00
18 2.899E-03 7.936E+00 21 3.543E-04 1.765E+01 22 1.304E-04 2.153E+01 24 1.179E-04 2.077E+00 25 4.676E-03 3.139E-01
26 2.525E-03 8.164E-01 27 2.791E-04 1.417E+00
  6  17
 6 5.965E-06 9.824E+01  7 4.330E-05 1.487E+01  8 2.413E-05 1.866E+01  9 6.141E-04 6.957E+00 11 1.826E-06 7.646E+01
12 9.648E-07 3.921E+01 13 1.863E-06 8.561E+01 14 2.229E-04 3.175E+01 15 2.449E-06 1.000E+02 16 1.478E-03 9.634E-01
18 2.982E-03 5.628E+00 21 5.522E-04 1.050E+01 22 1.470E-04 3.116E+01 24 1.355E-04 1.276E+00 25 4.699E-03 3.916E-01
26 2.519E-03 8.810E-01 27 2.932E-04 1.345E+00
  7  18
 3 2.369E-06 9.163E+01  6 7.810E-06 5.531E+01  7 4.555E-05 1.299E+01  8 3.262E-05 2.211E+01  9 6.290E-04 6.350E+00
11 6.868E-07 6.919E+01 12 9.020E-07 5.421E+01 13 1.576E-07 6.937E+01 14 4.553E-05 6.300E+01 16 1.493E-03 8.943E-01
17 4.915E-07 1.000E+02 18 3.448E-03 7.361E+00 21 5.359E-04 1.050E+01 22 1.237E-04 2.595E+01 24 1.479E-04 1.336E+00
25 4.681E-03 3.772E-01 26 2.474E-03 8.702E-01 27 2.991E-04 1.256E+00
  8  20
 1 2.953E-06 1.000E+02  3 1.667E-06 5.757E+01  7 5.189E-05 1.526E+01  8 2.316E-05 2.601E+01  9 7.712E-04 6.565E+00
